title,content,category,agree_count,url
‘엄마의 일’에 대한 경력 인정 제도화에 관한 청원,"존경하는 대통령님, 국회, 그리고 시민 여러분. 우리는 엄마 입니다. 그리고 무보수 돌봄노동 중이라고 말하고 싶습니다. 아이를 키우고, 가정을 살피며, 매일 감정노동과 정서적 돌봄을 수행하고 있지만 이 노동은 여전히 사랑 이라는 이름 아래 보상도, 기록도, 존중도 받지 못하고 있습니다. 2023년 합계출산율 0.72명, 1970년 관련 통계 작성 이래 역대 최저치, OECD 회원국 중 유일하게 0명대 2024년 합계출산율 0.75명, 9년 만에 소폭 반등 2025년 1분기 출산율 합계출산율은 0.82명 정부는 저출생 문제를 해결하기 위해 인구 국가비상사태 를 선언하고 다양한 대책을 발표하고 있습니다. 주거 안정, 경제적 지원, 양육 부담 완화 등이 주요 내용입니다. 물론 이러한 정책도 필요한 부분 일 수 있습니다. 하지만 인구 국가비상사태 인 만큼 다양한 해결방법을 고려해주시면 좋겠습니다. 그런 의미에서 말씀드립니다. 수많은 지원책에도 출산율이 오르지 않는 이유 중 하나, 엄마의 삶이 존중받지 못하고 있기 때문 입니다. 그리고 우리는 제안합니다. 1. 무보수 돌봄노동 기록제 도입 가정 내 육아 가사 감정노동을 기록하고, 사회적으로 인정하고 보상하는 시스템 마련 2. 엄마의 일 을 경력으로 인정하는 제도 도입 육아와 가사는 창의성과 기획력과 의사결정이 필요한 고유한 직무이니 공백이 아닌 경력으로 기록되어야 함 3. 정서 회복 프로그램과 공동체 기반 지원 확대 비폭력대화, 치유농업, 산림치유, 해양치유 등 지역 내 치유산업과 연계한 정서 회복 프로그램 마련 가정 내 돌봄노동자가 서로 연결되고 지지받는 커뮤니티 기반 회복 시스템 구축 감정 공유 모임, 지역 치유 모임, 함께 밥 먹는 공감밥상 등의 실천 엄마의 일은 사적인 일이 아닙니다. 이 사회를 지탱하는 공공의 일입니다. 지금 우리는 단지 아이를 낳고 키우는 것이 아니라, 미래를 돌보고 있습니다. 하지만 지금의 엄마는 점점 지쳐가고 있다는 사실을 아셨으면 좋겠습니다. 더이상 엄마의 일을 가치있게 느끼고 있지 않는 것 같습니다. 이 귀한 엄마의 일이 사라지지 않도록 국가에서 힘을 써주시길 부탁드립니다. 엄마의 일이 곧 사회의 일 이라는 사실을, 지금부터 함께 인정해 주시길 간절히 부탁드립니다.",기타,246,https://petitions.assembly.go.kr/proceed/closed/3A83DE18DC4E45BEE064B49691C6967B
양대노조 중 건설기계노조의 부당행위에 관한 청원,"대한민국 양대 노총에서 건설기계노조(스카이,크레인)를 건설장비를 여러대 소유하는 사장님이 노조 간부가 되어있습니다. 현장에서 일하지 않는 시간 많은 사장님들(노조간부)이 현장에 노조의 가면을 쓰고 단체로 몰려와 집회를 진행하고 방송차량을 배치하여 하루종일 음악을 켜고 현장 압박을 하고 있습니다. 건설사에서 노조의 본인들 채용하라는 채용강요 요구를 들어주지 않으면 현장에 몰래 잠입하고, 드론을 띄워서 안전사항을 채증하여 노동부에 민원을 제기하여 현장에 건설사와 근로자를 굴복시키고 본인들 건설기계(스카이,크레인)를 투입하여 돈을 벌고 있습니다. 이 모습이 우리가 바라는 대한민국인가요? 열심히 현장에서 최선을 다해 땀 흘리며 일을하는 근로자가 노조라는 가면을 쓴 건설기겨노조(스카이,크레인) 간부 사장님들을 강력하게 실태 조사하여 위법함을 밝혀주시고, 대한민국의 정의를 바로 설수있도록 관련 강력한 법규를 만들어주세요. 위 사항의 행위를 자행한 건설기계노조(스카이,크레인) 실태조사하여, 위법이 있으면 강력한 처벌을 국가차원으로 처리하여 근로자가 안심하고, 일터에서 열심히 일하는 대한민국을 만들어 주세요.",인권/성평등/노동,6977,https://petitions.assembly.go.kr/proceed/closed/378FCFD0507B59FFE064B49691C6967B
포스코이앤씨 관련 사고에 대한 대통령 발언이 아닌 법적 절차에 따른 처리 필요에 관한 청원,"1. 포스코이앤씨는 다른나라 기업인가요? 대한민국은 법치주의 국가이고, 개인이든 기업이든 잘못한게 있다면 법에 따라 처벌을 받습니다. 포스코이앤씨가 이번 사고에 대해 위법한 것이 있으면 조사 후 법적 근거에 따라 처벌을 받는 것이 대한민국의 법치 아닌가요? 왜 사고에 대한 조사가 이루어지기도 전에 대통령이 면허취소 방안을 모색하라고 지시하는 건가요? 대한민국은 대통령이 특정 기업에 대해 면허취소를 명령하면 그에 따라야하는 나라인가요? 2. 기업과 근로자에 대한 부당한 피해는 책임 지시는 건지요? 건설산업은 국가기반 산업으로 맨땅에 구조물을 짓는 그야말로 무에서 유를 창조하는 산업이며, 많은 사고위험을 가지고 있습니다. 건설사 직원들은 현장에서 단 1건의 사고라도 예방하기 위해 무더운 날씨, 혹독한 추위에서도 근로자들의 안전을 관리하고 있고, 사업의 공사기간과 원가도 지키기 위해 피땀흘려 일하고 있습니다. 그럼에도 불구하고 이런 사고가 나는 것에 대해 누구보다 마음이 아픈 사람이 누구일까요? 대통령은 이 무더운 날씨에 현장에 와서 건설회사 직원들은 어떻게 일하고 있는지 보시기는 하셨는지요? 물론 안전 사각지대와 시스템이 완벽하지는 않겠지만, 끊임없는 R D로 AI도 안전에 도입하여 안전 사각지대를 없애려고 부단히 노력하고 있습니다. 포스코이앤씨의 직원들은 대한민국 국민 아닌가요? 현장 근로자들의 안전을 위해 노력하는 직원들은 정녕 안보이시나요? 단 1건의 사망사고도 없는 건설현장을 만들고 싶으시면 대통령께서 대책을 만들어서 직접 관리해 주세요. 3. 지금이라도 잘못된 발언은 바로 잡아야하지 않을까요? 대통령의 발언은 그 누구보다 무거워야 한다고 생각합니다. 그만큼 사회적 파급력이 크기 때문이죠. 법적 절차를 거치지 않은 상태에서 특정 기업의 존폐를 언급하는 선례가 남고, 또 그 발언에 따라 기업이 문 닫는다면 대한민국에서 건설사업을 할 수 있을까요? 중대재해가 발생하면 현행법에 따라 공정하게 조사하고 행정명령을 내리면 되는 것입니다. 그 처벌 수위가 약하다고 판단이 된다면 국회 입법절차에 따라 법률안 제정하면 됩니다. 건설회사에게 면허취소라고 하는 것은 사형선고나 다름 없습니다. 개인 형사사건으로 대입해 보면 판사가 여러 증거를 기준으로 판결을 내리기도 전에 대통령이 사형시킬 방법을 모색하라고 하는 것과 다름 없습니다. 포스코이앤씨에서 중대재해가 발생한 것에 대한 모든 책임은 대통령의 발언에 의한 것이 아닌 현행법에 따라 책임을 지게 해주세요. 이재명 대통령께서는 포스코이앤씨에 대한 면허취소 발언을 철회하여 주세요.",재난/안전/환경,30205,https://petitions.assembly.go.kr/proceed/closed/3A827B8A10F44746E064B49691C6967B
비상계엄 등 국가 비상사태 시 재난문자 의무화에 관한 청원,"재난 및 안전관리 기본법 제38조 제2항(재난 예보 경보체계 구축 운영 등)은 재난관리책임기관의 장은 사람의 생명 신체 및 재산에 대한 피해가 예상되면 그 피해를 예방하거나 줄이기 위하여 재난에 관한 예보 또는 경보 체계를 구축 운영할 수 있다라고 규정하고 있으며, 행정안전부는 재난문자방송 기준 및 운영규정 에서 국가 비상사태를 재난문자 발송 대상으로 정하고 있지만, 비상계엄은 발송 기준에 해당하지 않는다는 이유로 계엄선포 당시 재난문자를 보내지 않았습니다. 따라서 아래와 같이 법률 개정을 청원합니다. 1. 계엄법 제3조(계엄 선포의 공고)에 대통령이 계엄을 선포할 때에는 그 이유, 종류, 시행일시, 시행지역 및 계엄사령관을 공고하여야 한다는 조항 외에 행정안전부장관은 계엄 선포 즉시 긴급재난문자를 통해 국민에게 통보하여야 한다는 조항을 추가해주시기 바랍니다. 2. 재난 및 안전관리 기본법 및 시행령에서 계엄령 선포 및 해제를 재난문자 발송 사유로 명시해주기 바랍니다. 3. 재난문자방송 기준 및 운영규정 에 계엄령 선포 시 구체적인 문자 발송 절차와 내용 표준안을 마련해주시기 바랍니다. 계엄 선포와 같은 비상 상황에서 국민들이 상황을 신속하고 정확하게 인지하게 인지할 수 있도록 재난문자 발송 의무화를 청원합니다.",재난/안전/환경,240,https://petitions.assembly.go.kr/proceed/closed/3273978CC66A53F7E064B49691C6967B
거제 반려견 BB탄 학대 사건을 계기로 「동물보호법」 및 반려동물 통합관리시스템 개선에 관한 청원,"1) 동물보호법 제46조(벌칙) 2항의 처벌 상향 및 신상공개 도입 현행 동물보호법 제46조 2항은 동물학대자에 대해 2년 이하의 징역 또는 2천만원 이하의 벌금에 처하도록 규정되어 있으나, 실제 처벌은 대부분 벌금형이나 집행유예에 그치고 있습니다. 이에 다음과 같이 개정을 요청합니다. 2년 이하의 징역 또는 2천만원 이하의 벌금을 3년 이하의 징역 또는 1억원 이하의 벌금으로 상향 조정해 주십시오. 또한 징역형 확정의 비율을 높여주십시오. 동물 학대 범죄로 집행유예를 받은 경우에도, 성범죄자 신상공개처럼 국민이 쉽게 확인할 수 있도록 신상 공개 제도를 도입해 주십시오. 언제까지 분노한 국민이 SNS상으로 신상공개를 해야합니까? 2) 반려동물 등록제와 통합 관리 시스템의 실질적 개선 현행 반려동물 등록제는 소유주 자진 신고 방식으로, 등록률이 55% 수준에 그치고, 미등록 적발이 사실상 어렵습니다. 2023년 8월 농림축산식품부 산하 동물복지환경정책관이 발표한 반려동물영업 관리강화 방안 에 따르면, 2026년까지 생산업 부모견 등록제 도입, 생산 판매 양육 전 단계 이력 관리 체계 구축, 영업장 내 CCTV 설치 확대 등 통합 관리 시스템 강화가 추진되고 있습니다. 2025년 6월 동물보호법 시행령 개정으로 2026년 6월부터 동물생산업자는 영업장 내 12개월 이상 개를 반드시 등록해야 하며, 이로써 번식부터 판매, 양육, 사후까지 전 생애를 투명하게 관리할 기반이 마련됩니다.그러나 이력관리 시스템 구축, 부모견 등록제, 온라인 광고 규제, 브리더 중심 생산 판매 전환 등은 아직 연구 시범사업 및 예산확보 단계에 머물러 있고, 구체적 전국 시행 일정과 현장 적용 방법은 불분명합니다 이에 다음과 같이 요청합니다. 모든 반려동물(개,고양이,새 등)의 생산 판매 분양 양육 전 단계가 국가 통합 시스템으로 자동 연동되어, 산부인과 출생신고처럼 판매 분양 시 즉시 전산 등록이 이루어지도록 법적 행정적 인프라를 조속히 완비해 주십시오. 각 지자체에 동물복지 전담부서 를 신설하고, 등록된 반려동물에 대해 보유세 등 책임세 부과를 검토해 동물 복지 재원으로 활용해 주십시오 3) 축산법 및 가축전염병 예방법 등 관련법의 용어 및 적용 대상 명확화 현재 동물보호법 은 반려동물과 가축을 구분하고 있으나, 축산법 , 가축전염병 예방법 등에서는 개를 가축으로 분류하는 등 법률 간 모순이 존재합니다. 두 법률에서도 반려 동물과 가축을 명확히 구분하고, 용도와 관리체계에 따라 세부 규정을 마련해 주십시오. 법률 상호 간의 모순을 해소할 수 있는 명확한 해법(예 개의 법적 지위 일원화, 반려동물의 별도 관리 등)을 제시해 주시기 바랍니다. 4) 동물 생명권 보호를 위한 형법 내 새로운 유형 신설 동물에 대한 살인, 상해 등 생명체 보호 관점의 범죄 유형을 신설해 중복 처벌이 가능하도록 해주십시오. 5) 경범죄처벌법 내 동물 학대 관련 조항의 통합 및 강화 동물 학대 관련 조항은 동물 보호법 으로 통합하거나, 해당 조항을 삭제 개정하여 동물보호법 상 처벌 규정에 따라 엄중히 처벌될 수 있도록 해주십시오. 6) 농림축산식품부 동물복지환경정책관이 2023년 8월에 발표한 반려동물영업 관리강화 방안 이 어디까지 어떻게 진행되고 있는지 전국민이 볼 수 있도록 경과를 게재하고 알려주십시오.",농업/임업/수산업/축산업,8286,https://petitions.assembly.go.kr/proceed/closed/37EE502142525D4AE064B49691C6967B
대통령 윤석열 탄핵소추와 내란죄 수사를 위한 특검법 제정 촉구에 관한 청원,"청원의 내용 첫째, 대통령 윤석열에 대한 국회의 즉각적인 탄핵소추를 청원합니다. 청원의 이유는 다음과 같습니다. 2024년 12월 3일 대통령 윤석열의 비상계엄 선포는 헌법과 법률을 명백히 위반한 행위입니다. 대한민국헌법 제77조 제1항은 대통령은 전시 사변 또는 이에 준하는 국가비상사태에 있어서 병력으로써 군사상의 필요에 응하거나 공공의 안녕질서를 유지할 필요가 있을 때에는 법률이 정하는 바에 의하여 계엄을 선포할 수 있다. 규정하고 있습니다. 병력을 동원할만큼 중대한 국가비상사태도 아니고 공공질서를 유지할 필요 에 해당하는 사항도 전혀 없었습니다. 그럼에도 불구하고 비상계엄을 선포한 행위는 헌법이 정한 실체적 요건을 갖추었다 할 수 없습니다. 2024년 12월 3일 대통령 윤석열의 비상계엄 선포는 절차적 요건도 갖추지 않았습니다. 계엄법 제3조는 대통령이 계엄을 선포할 때에는 그 이유, 시행일시, 시행지역 및 계엄사령관을 공고하여야 한다. 고 규정하고 있습니다. 그러나 대통령 윤석열은 비상계엄을 선포하면서 이런 사항들을 공고하지도 않았고 국회에 통고하지도 않았습니다. 대통령 윤석열은 헌법질서 파괴범죄인 내란죄를 범하였습니다. 비상계엄 시라도 국회의 정치활동을 금지하고 방해하는 것은 헌법과 법률에 따라 불가능합니다(헌법 제77조 제5항, 계엄법 제4조, 제13조). 그럼에도 불구하고 대통령의 지휘 감독 하에 계엄사령관은 국회 등의 일체의 정치활동을 금지하였고, 계엄군과 경찰을 투입하여 국회를 봉쇄하고 국회에 난입하였습니다. 이러한 일련의 행위는 국헌문란 목적(형법 제91조 제2호)의 폭동으로 내란죄(제87조)에 해당합니다. 대통령 윤석열의 계엄선포행위는 내란죄를 구성하므로 대통령의 불소추특권에서 배제되며(헌법 제84조), 재직 중이라도 수사와 기소의 대상입니다. 둘째, 윤석열 일당의 내란죄 수사를 위한 특별검사의 임명에 관한 법률도 국회에서 즉각 제정하여 주시기 바랍니다. 윤석열 정부의 검찰과 경찰은 신뢰를 잃었습니다. 공수처는 현재 수사역량이 부족합니다. 검찰청법과 공수처법에 의하면 검찰과 공수처는 내란죄에 대한 수사권이 불분명하다는 점도 고려해야 합니다. 위헌적인 비상계엄을 자행한 대통령 윤석열과 그에 공범으로 책임있는 국무총리와 국무위원, 대통령비서실과 안보실, 계엄사령관과 군지휘부를 수사하고 기소하기 위해서는 특별검사 임명이 필요합니다. 결론 대통령 윤석열은 대한민국 국민에게 더 이상 대통령이 아닙니다. 민주사회에서 용납할 수 없는 헌정파괴행위를 자행했고, 명백하고도 중대한 헌법위반 법률위반이 확인되었으며, 결정적으로 국민의 신임을 배반하였기 때문입니다. 대통령 윤석열은 한시라도 빨리 파면되어 수사를 받고 형사법정에 서야 합니다. 국회는 즉각 대통령 윤석열에 대한 탄핵의 소추를 의결하고, 윤석열 내란죄 특검법을 제정해야 합니다.",정치/선거/국회운영,"400,287명",https://petitions.assembly.go.kr/proceed/cmtReferred/27F6E510218D1216E064B49691C6967B
미국 의회의 한국배터리회사에 대한 보조금 축소법 중지 요청에 관한 청원,"존경하는 국회 의원님 미국 정부와 의회는 전임 바이든 정부 시절 앞으로 미래 에너지 패권에서 아주 중요한 위치를 차지하는 첨단산업을 부흥 시키기 위해서 미국에 투자하는 한국 이차전지 회사들에게 제조 보조금등 지원을 약속하고 투자를 유치 했습니다. 한국의 많은 회사들이 단순히 미국 대통령의 공약이 아닌 여야가 합의해 의회를 통과한 법안(IRA)을 만들어 그 의지와 약속을 확인 했습니다. 그에 따라서 수십조원의 투자금이 미국에 투자 되었고 양질의 일자리가 국내에서 사리지는 불이익이 생겼음에도 불구하고 미국에 만들어 젔습니다. 그러나, 미국은 트럼프의 재 집권으로 그 약속을 변경하려고 하고 있습니다. 이것은 단순히 미국 내부의 문제가 아니고 미국 의회와 정부의 약속과 한미가 체결한 FTA에도 위반하고 있습니다. 또한, 국내 보다 경영 환경이 매우 불리함에도 천문학적 금액을 투자한 한국회사와 관련된 수백만명의 한국 국민들에게 막대한 손해가 예상됩니다. 그러므로 이 것은 국가적 손해가 될 것입니다. 한국 회사들(LG에너지솔루션,SKON,삼성SDI)은 한국보다 제조업 환경이 확연히 불리한 미국의 상황에도 불구하고 바이든 정부의 강력한 요청과 지원 약속을 믿고 미국에 투자했습니다. 미국은 IRA법령으로 2033년까지 AMPC라 불리는 보조금 지금 약속을 했습니다. 그에 따라서 관련 회사들 또한 한국의 배터리 회사들에 투자를 했습니다. 그러나, 새로운 미국 정부와 의회는 지금 약속을 헌신짝처럼 버리려 하고 있습니다. 한미 FTA따르면 양국은 ISDS 조항을 두고 상대국 투자자에게 불리하게 하여 손해를 끼치면 안되는 약속을 했습니다. 새로운 미 정부와 의회의 일방적인 IRA내용 변경은 단순히 미국 내부의 문제만이 아니라 직접적으로 한국 회사들과 투자자들에게 손해를 끼지는 행위 입니다. 현재 트럼프 정부는 7월 4일 까지 관련 법을 수정 하려 하고 있습니다. 존경하는 여야 국회의원님들 대선으로 국내의 정치 상황이 복잡함에도 우리에게 주어진 시간이 많지 않습니다. 이 문제는 단순히 개별 기업에게만 대응 하게 두기엔 너무 힘이 부칩니다. 양국에 막대한 영향이 있음에도 불구하고 미국의 일방적 정책 변경에 대해서 적극적으로 기업들의 의견을 청취하시고 국회 차원의 우려와 반대 의견을 미국 정부에 전달해 주시기 바랍니다. 감사합니다.",산업/통상,722,https://petitions.assembly.go.kr/proceed/closed/32739BA69EB25EEAE064B49691C6967B
의료 과실에 대한 진상조사 및 제도 개선에 관한 청원,"안녕하세요. 저는 평범한 가정을 꾸려나가고 있는 한 가정의 딸입니다. 지난 2025년 5월 10일, 저희 가족에게는 믿기 힘든 일이 벌어졌습니다. 허리를 삐끗하신 아버지께서는 가까운 정형외과인 OO OOO에 위치한 OOOOOOO에 내원하셨습니다. 단순히 삔 줄 알았던 허리는 x lay 촬영 후, 병원에선 골반이 틀어졌다하여 골반 도수치료를 받게 되었습니다. 허리에 대한 해결방안은 언급, 치료조차 없이 말입니다. 그렇게 도수치료를 받으신 이후 아버지께서는 다음 날인 5월 11일부터 갑자기 걷지도 서지도 못하는 상황으로 악화되었습니다. 그 때문에 아버지 사업에도 크나 큰 타격까지 받으신 상황입니다. 그리고 타병원에서 검진 받은 결과, 골반에 염증이 생겨 부어올라있는 상태라고 판정이 났고 지금의 상태를 해결하기 위해서는 오랜 시간이 걸린다고 하였습니다. 너무 놀란 저희 가족은 다시 병원을 찾아가 설명을 요청했지만, 돌아온 대답은 무책임한 말뿐이었습니다. 우리 잘못 아니다, 책임질 수 없다 는 말만 반복하며, 어떠한 사과도 없었고, 후속 조치도 없었습니다. 그 치료 이후 아버지께서는 지금까지도 혼자 제대로 걷지도 못하고 계셔서 치료에만 집중하고 계십니다.정상적으로 걷던 분이 단지 병원 치료 한 번 받고 이렇게까지 되셨는데, 아무도 책임지지 않는 현실이 너무나 참담하고 무섭기만 합니다. 그런데도 병원은 아버지의 지병이다라고 판단을 하고 아버지 문제다라고 하고 있습니다. 저희 가족은 병원의 잘못된 판단과 무리한 시술로 인해 삶의 모든 것이 무너졌습니다. 그런데도 병원은 나몰라라 하며, 저희가 민원을 넣는 것에 대해 무시로 일관하고 있습니다. 게다가 아버지께서 일하시는 곳에 오셔서 사전의 동의 없이 무단촬영 을 하여 아프시단 분이 담배꽁초를 줍고 다니냐 며 오히려 안하무인하게 행동까지 하였습니다. 저희 아버지는 지팡이의 도움없이 걸어다니시는 분인데 그 치료 이후 지팡이까지 짚고 다니십니다. 그 모습을 보고서는 어떻게 돌아다니는 거냐며 비꼬는 태도도 보였습니다. 무엇보다 억울한 건, 아버지께서 겪는 고통이 단순한 의료 사고가 아닌 명백한 의료 과실 로 보임에도 환자의 피해는 어디에도 보상받지 못하고 있다는 사실입니다. 더 이상 이런 일이 반복되지 않길 바랍니다. 그리고 저희 아버지 같은 피해자가 억울하게 침묵 속에서 버려지지 않도록, 국가와 사회가 나서서 의료기관의 책임을 명확히 묻고, 피해자의 목소리를 들어주시길 간절히 바랍니다.아버지가 다시 정상적으로 걷고 생활을 할 수 있도록 그리고 병원에서조차 외면당한 저희 가족의 억울함이 풀릴 수 있도록 도와주세요. 국민의 건강과 생명을 지켜야 할 의료기관이, 오히려 국민의 신체에 손상을 입히고 아무런 책임조차 지지 않는 현실이 과연 정의롭고 안전한 사회라 할 수 있을까요? 이에 저는 아래와 같이 간곡히 요청드립니다. 요청사항 1. OO OOOOOOO의 의료과실에 대한 진상조사를 실시해주십시오. 2. 의료행위의 적절성 여부 및 부작용에 대한 객관적인 평가를 해주십시오. 3. 병원 측의 무책임한 대응에 대해 의료윤리 차원의 징계 및 법적 책임을 물어주십시오. 4. 이 같은 사례가 다시는 발생하지 않도록 도수치료 등 비수술 치료에 대한 의료감독과 제도적 보완책을 마련해주십시오. 간곡히 부탁드립니다",보건의료,406,https://petitions.assembly.go.kr/proceed/closed/37E34FDF68466197E064B49691C6967B
미성년자 의제강간 연령상향 및 처벌 강화법안 이른바 'OOO 방지법' 에 관한 청원,최근 한류스타 OOO이 성인 시절 당시 미성년자였던 아역배우 OOO을 상대로 저지른 그루밍 성범죄가 드러나 전 국민을 분노케 했습니다. 그러나 안타깝게도 미성년자 의제강간죄는 13세 이상 16세 미만의 아동만을 보호하기 때문에 OOO을 법적으로 처벌할 수 없는 것이 현실입니다. 대한민국 법률은 명백히 만 18세까지를 미성년자로 규정하여 보호하고 있는데도 불구하고 13세 이상 16세 미만의 미성년자만 보호하겠다는 의제강간죄의 나이제한 때문에 전도유망한 여성배우를 아동 시절부터 유혹하고 기만하여 끝내는 죽음에 이르게 만든 소아성애자가 법망을 피해갈 수 있게 되었습니다. 따라서 앞으로 다시는 이런 일이 없도록 재발방지를 위하여 OOO 방지법 이라는 이름으로 다음과 같이 미성년자 의제강간죄 개정을 청원합니다. 1. 현행 미성년자 의제강간죄의 해당 연령인 13세 이상 16세 미만을 13세 이상 19세 미만으로 상향할 것 2. 현행 미성년자 의제강간죄의 형량인 추행 벌금형 강간 2년 이상의 유기징역에서 추행 2년 이상의 유기징역 강간 5년 이상의 유기징역으로 바꿀 것,수사/법무/사법제도,58313,https://petitions.assembly.go.kr/proceed/closed/310CB7EB6B981850E064B49691C1987F
한부모 육아휴직급여기준 재검토에 관한 청원,"현재 육아휴직 급여기준은 아래와 같습니다 육아휴직 (1 3개월) 월 상한 250만원, 통상임금 100%, (4 6개월) 월 상한 200만원, 통상임금 100%, (7개월 이후) 월 상한 160만원, 통상임금 80%) 부모함께육아휴직제 생후 18개월 이내 자녀를 대상으로 부모 모두 육아휴직 사용 시, 부모의 첫 6개월 육아휴직급여를 통상임금의 100%(상한 250 450만원 )으로 지급 첫1개월 250만원, 첫2개월 250만원, 첫3개월 300만원 상한, 첫4개월 350만원, 첫5개월 400만원, 첫6개월 450만원 상한 한부모 근로자 육아휴직급여 (첫 3개월) 통상임금 100%(상한 300만원), (4 6개월) 통상임금 100%(상한 200만원), (7개월 이후) 통상임금 80%(상한 160만원) 한 아이에게 부모 모두 육아휴직사용을 권장하면서, 두번째 사용하는 부모에 한에서 육아휴직급여를 상향해서 정부의 부모가 함께 육아휴직을 권장하는 취지는 알겠습니다. 한 아이에게 부모가 한명인 경우, 즉 일반한부모의 경우의 육아휴직 급여 기준이 왜 부모중 한명이 사용하는것과 비슷한 기준인건지 의문입니다. 심지어 첫번째 부모가 사용하는 육아휴직 급여 기준과 1 3달에만 소급차이나고, 4달째부터는 금액이 동일해서, 역차별이라고 생각이 듭니다. 한부모는 부모함께 육아휴직제를 사용할 수 조차없으니, 육아휴직급여를 확대했다고 해도 전혀 적용받을 수 없는 현실입니다. 부모가 함께 육아휴직을 할경우 지원금이 늘었다면, 한부모의 휴직도 부모 모두의 휴직과 같다고 봐야하는데, 한부모의 휴직급여는 개선되야 합니다. 한부모는 부모가 한명이고 실질적으로 홀벌이 단독가장이므로, 휴직시에는 배우자가 없어 현실적으로 소득이 0 라서, 부부가 육아휴직을 선택하는것보다 한부모가 육아휴직을 선택하기 더 어려운것이 현실입니다. 현재는 첫달 3개월을 제외하고 육아휴직급여가 부모 함께 사용하는 기준에 비해 너무 터무니없이 낮은 금액이오니, 한부모를 위한 현실적인 대안을 요청하는 바입니다. 아이를 혼자 키우다 보니, 정부의 지원기준이 일반한부모의 경우 맞벌이 부부와 모든것이 동일한 기준으로 적용되는 경우가 많은데, 맞벌이와 한부모의 기준이 같은것도 참담합니다... 부모가 두 명 인것과 한 명 인것은 양육하는 입장에서는 너무 다릅니다. 어린이집 대기 순위도.. 초등학교 방과후나 돌봄순위도 모두 한부모와 맞벌이가 같은 순위에 있다니.. 한부모라는 소외계층에 대한 세심한 배려가 필요합니다. 한부모도 아이를 혼자 키울수 있는 환경을 만들어주세요. 감사합니다.",인권/성평등/노동,279,https://petitions.assembly.go.kr/proceed/closed/3790C32F26C20C90E064B49691C6967B
